"Dấu thời gian","Điểm số","Bạn có phải sinh viên UEH không ?","Trong 1 tháng qua, bạn có đặt trà sữa thông qua ứng dụng giao hàng không ?","Bạn có thích uống trà sữa không?","Lý do bạn chưa từng đặt trà sữa qua ứng dụng giao hàng là gì?","Bạn thường mua trà sữa bằng cách nào?  ","Điều gì có thể khiến bạn cân nhắc đặt trà sữa qua ứng dụng giao hàng? (Chọn nhiều đáp án nếu có)","  Bạn có dự định sử dụng ứng dụng giao hàng để đặt trà sữa trong tương lai không?  ","Bạn đã nghe qua thương hiệu nào dưới đây chưa?","mức tiền bạn sẵn sàn chi trả nếu bạn đặt trà sữa thông qua ứng dụng","Thời gian bạn sẵn sàng chờ đợi nếu có đặt trà sữa thông qua ứng dụng","Bạn đã từng mua hàng trực tiếp từ những thương hiệu nào ","Bạn có đã từng đặt trà sữa qua ứng dụng giao hàng nào?","Trong tuần trước bạn đã đặt trà sữa qua ứng dụng bao nhiêu lần?","Trung bình, bạn mất bao nhiêu phút để hoàn thành một đơn đặt trà sữa qua ứng dụng?","Bạn thường đặt trà sữa qua ứng dụng vào khoảng thời gian nào trong ngày?","Mức giá trung bình bạn thường chi cho một ly trà sữa qua ứng dụng là bao nhiêu?","Bạn có sẵn sàng đặt trà sữa với mức giá cao hơn nếu chất lượng tốt hơn không?( giá cả)","Bạn ưu tiên đặt trà sữa từ các thương hiệu nào nhất?","Bạn có sẵn sàng đặt trà sữa từ một quán mới chưa từng thử không?","Bạn sẵn sàng đợi bao lâu để nhận trà sữa đã đặt?","Bạn có thường xuyên hủy đơn vì thời gian giao hàng quá lâu không?","Ảnh hưởng của khuyến mãi & ưu đãi [Tôi thường chỉ đặt trà sữa khi có mã giảm giá hoặc ưu đãi từ ứng dụng.]","Ảnh hưởng của khuyến mãi & ưu đãi [Tôi ưu tiên đặt trà sữa từ cửa hàng có nhiều chương trình khuyến mãi hơn.]","Ảnh hưởng của khuyến mãi & ưu đãi [Nếu có freeship, tôi sẵn sàng đặt hàng ngay cả khi không thực sự có nhu cầu]","Ảnh hưởng của khuyến mãi & ưu đãi [Tôi thường chờ đến các dịp khuyến mãi lớn (sinh nhật app, ngày 8.8, 9.9, 10.10,...) để đặt trà sữa]","Ảnh hưởng của khuyến mãi & ưu đãi [Nếu giá trà sữa sau khi áp dụng mã giảm giá hấp dẫn, tôi có xu hướng đặt số lượng nhiều hơn.]","Ảnh hưởng của đánh giá & review [Tôi thường xem đánh giá sao trên ứng dụng trước khi quyết định đặt trà sữa.]","Ảnh hưởng của đánh giá & review [Tôi thích đặt hàng từ quán có nhiều đánh giá tích cực hơn.]","Ảnh hưởng của đánh giá & review [Nếu thấy một quán có đánh giá dưới 3 sao, tôi sẽ không đặt hàng.]","Ảnh hưởng của đánh giá & review [Tôi có xu hướng đọc các bình luận của người mua trước để xem phản hồi về chất lượng trà sữa.]","Ảnh hưởng của đánh giá & review [Tôi thường để lại đánh giá sau khi nhận trà sữa]","Bạn cảm thấy hài lòng như thế nào với trải nghiệm đặt trà sữa qua ứng dụng giao hàng?","Bạn có tiếp tục sử dụng ứng dụng để đặt trà sữa trong tương lai không?","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Hương vị của trà sữa sau khi nhận hàng.]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Độ tươi mới của trà sữa khi nhận hàng.]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Nhiệt độ của trà sữa có phù hợp (đối với trà sữa nóng/lạnh)?]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Lượng topping có đúng với yêu cầu đặt hàng không?]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Đóng gói của quán có đảm bảo không bị đổ hay hỏng khi vận chuyển?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Thời gian giao hàng có đúng với dự kiến không?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Thái độ của shipper khi giao hàng]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Tình trạng trà sữa sau khi giao hàng có còn nguyên vẹn không?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Ứng dụng có cập nhật trạng thái đơn hàng kịp thời không?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Bạn có cảm thấy an toàn khi nhận hàng từ shipper?]","Bạn cảm thấy mức giá khi đặt trà sữa qua ứng dụng như thế nào? ( giá cả)","Bạn có hài lòng với số lượng mã giảm giá & khuyến mãi từ ứng dụng không?","Trên thang điểm từ 0 – 10, bạn có sẵn sàng giới thiệu ứng dụng đặt trà sữa mà bạn đang sử dụng cho bạn bè không? (0: Không bao giờ – 10: Chắc chắn giới thiệu)","Giới tính của bạn ?","Độ tuổi của bạn","Thu nhập trung bình hàng tháng"
"3/23/2025 21:36:38","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","3 - 5 lần","trên 30 phút","Tối ( 18h - 22h)","56000 - 70000 đồng","Có sẵn sàng","Gong Cha","Sẵn sàng thử ngay","20 - 30 phút","hiếm khi","Rất hài lòng","Rất hài lòng","Hài lòng","không hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","không hài lòng","Bình thường","Rất không hài lòng","hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","hợp lí","Bình thường","9","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 21:41:25","0","Có","Có","Có","","","","","","","","","shoppee food, Be food","3 - 5 lần","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Hoàn toán sẵn sàng","Phúc Long","Chỉ khi có review tốt","20 - 30 phút","hiếm khi","Hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","không hài lòng","hài lòng","Chắc chắn có","Rất hài lòng","Hài lòng","Bình thường","Bình thường","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Bình thường","Hài lòng","hợp lí","Bình thường","8","Nữ","20 - 23","2 - 5 triệu"
"3/23/2025 21:43:07","0","Có","Có","Có","","","","","","","","","shoppee food","3 - 5 lần","5 - 10 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Có sẵn sàng","Toco Toco","Sẵn sàng thử ngay","20 - 30 phút","thỉnh thoảng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Bình thường","Bình thường","bình thường","Có thể","Rất không hài lòng","Rất không hài lòng","Rất không hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Bình thường","Hài lòng","Hài lòng","hợp lí","Bình thường","9","Nam","18 - 20","2 - 5 triệu"
"3/23/2025 21:44:46","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","5 - 10 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Trung lập","MAYCHA","Sẵn sàng thử ngay","20 - 30 phút","thỉnh thoảng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Bình thường","Hài lòng","hài lòng","Có thể","Bình thường","Bình thường","Bình thường","Không hài lòng","Không hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Hài lòng","hợp lí","Bình thường","7","Nữ","18 - 20","5 - 10 triệu"
"3/23/2025 21:45:13","0","Có","Không","Có","Tôi thích mua trực tiếp tại cửa hàng hơn","Mua trực tiếp tại quán","Nếu có chương trình giảm giá hấp dẫn, Nếu có freeship hoặc phí giao hàng rẻ hơn","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food, Grab food","25000 - 40000 đồng","20 - 30 phút","Gong Cha, Phúc Long","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 21:46:08","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Hoàn toàn không","Hồng Trà Ngô Gia","Đôi khi thử nếu giá rẻ","20 - 30 phút","chưa từng","Rất hài lòng","Hài lòng","không hài lòng","Rất hài lòng","không hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Bình thường","bình thường","Có thể","Bình thường","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hơi đắt","Hài lòng","8","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 21:46:26","0","Có","Không","Không","Tôi không có nhu cầu uống trà sữa","Nhờ bạn bè/ người thân mua giúp","Tôi sẽ không đặt dù có ưu đãi","Không, tôi không có nhu cầu đặt trà sữa qua ứng dụng","Grab food","25000 - 40000 đồng","Dưới 20 phút","Tiệm trà sữa nhà làm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 21:46:47","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","5 - 10 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Có sẵn sàng","MAYCHA","Sẵn sàng thử ngay","Dưới 20p","hiếm khi","Hài lòng","Hài lòng","Bình thường","Hài lòng","Bình thường","Bình thường","Hài lòng","Bình thường","Hài lòng","Bình thường","bình thường","Có thể","Bình thường","Bình thường","Không hài lòng","Không hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","Hài lòng","Bình thường","Hơi đắt","Bình thường","6","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 21:52:57","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Hoàn toàn không","Toco Toco","Chỉ khi có review tốt","20 - 30 phút","chưa từng","Hài lòng","Hài lòng","không hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hài lòng","Có thể","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hơi đắt","Bình thường","8","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 21:57:36","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Trung lập","Koi Thé","Chỉ khi có review tốt","Dưới 20p","thỉnh thoảng","Hài lòng","Rất hài lòng","Bình thường","Bình thường","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Bình thường","hài lòng","Chắc chắn có","Rất hài lòng","Hài lòng","Bình thường","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","hợp lí","Hài lòng","8","Nam","18 - 20","Dưới 2 triệu"
"3/23/2025 22:26:17","0","Không","Có","Có","","","","","","","","","shoppee food, Grab, Be food","1 - 3 lần","dưới 5 phút","Chiều ( 14h - 18h )","56000 - 70000 đồng","Có sẵn sàng","Phúc Long","Chỉ khi có review tốt","20 - 30 phút","chưa từng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","rất hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Rất đắt","Hài lòng","9","Nam","20 - 23","5 - 10 triệu"
"3/23/2025 22:45:53","0","Có","Có","Có","","","","","","","","","Grab, Be food, Ứng dụng giao hàng của cửa hàng","1 - 3 lần","20 - 30 phút","Tối ( 18h - 22h)","41000 - 55000 đồng","Không sẵn sàng","Toco Toco","Chỉ khi có review tốt","30 - 40 phút","hiếm khi","không hài lòng","Hài lòng","Hài lòng","Rất không hài lòng","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","không hài lòng","hài lòng","Chắc chắn có","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hơi đắt","Không hài lòng","7","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 23:27:16","0","Có","Không","Không","Tôi không có nhu cầu uống trà sữa","Mua trực tiếp tại quán","Nếu có chương trình giảm giá hấp dẫn, Nếu có freeship hoặc phí giao hàng rẻ hơn, Nếu có ưu đãi dành cho lần đầu đặt","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food, Grab food","Dưới 25000 đồng","30 - 40 phút","Phúc Long","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","Dưới 2 triệu"
"3/23/2025 23:27:28","0","Có","Không","Không","Tôi không có nhu cầu uống trà sữa","Mua trực tiếp tại quán","Tôi sẽ không đặt dù có ưu đãi","Không, tôi không có nhu cầu đặt trà sữa qua ứng dụng","Chưa từng nghe qua","Dưới 25000 đồng","Dưới 20 phút","Không","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 23:28:06","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","10 - 20 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Có sẵn sàng","Phúc Long","Đôi khi thử nếu giá rẻ","20 - 30 phút","chưa từng","Rất hài lòng","Rất hài lòng","Bình thường","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Rất không hài lòng","bình thường","Chắc chắn có","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","hợp lí","Không hài lòng","8","Nam","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 23:28:10","0","Có","Không","Có","Tôi thích mua trực tiếp tại cửa hàng hơn, Tôi thấy phí giao hàng quá cao","Mua trực tiếp tại quán","Nếu có freeship hoặc phí giao hàng rẻ hơn","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food, Grab food","Dưới 25000 đồng","20 - 30 phút","Koi Thé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","5 - 10 triệu"
"3/23/2025 23:28:32","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food, Ứng dụng giao hàng của cửa hàng, Con cặc Đoàn Minh Hào","1 - 3 lần","dưới 5 phút","Sáng ( 6h - 10h)","56000 - 70000 đồng","Hoàn toán sẵn sàng","The Alley","Không bao giờ","30 - 40 phút","thường xuyên","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","rất hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","rất rẻ","Rất hài lòng","10","Gay","Trên 23 tuổi","trên 10 triệu"
"3/23/2025 23:34:22","0","Có","Có","Không","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Chiều ( 14h - 18h )","41000 - 55000 đồng","Trung lập","Phúc Long","Chỉ khi có review tốt","20 - 30 phút","chưa từng","Rất hài lòng","Bình thường","Bình thường","Bình thường","Bình thường","Rất hài lòng","Rất hài lòng","Rất không hài lòng","Rất hài lòng","không hài lòng","rất hài lòng","Chắc chắn có","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","hợp lí","Bình thường","5","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 23:39:23","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","5 - 10 phút","Trưa (10h - 14h)","25000 - 40000 đồng","Không sẵn sàng","Phúc Long","Đôi khi thử nếu giá rẻ","20 - 30 phút","chưa từng","không hài lòng","không hài lòng","không hài lòng","Rất không hài lòng","Rất không hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","bình thường","Có thể","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hợp lí","Bình thường","8","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 23:47:29","0","Có","Có","Không","","","","","","","","","Ứng dụng giao hàng của cửa hàng","7 lần trở lên","dưới 5 phút","Chiều ( 14h - 18h )","dưới 25000 đồng","Có sẵn sàng","Katinat","Chỉ khi có review tốt","30 - 40 phút","chưa từng","Rất hài lòng","Hài lòng","không hài lòng","không hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Rất không hài lòng","hài lòng","Chắc chắn có","Hài lòng","Bình thường","Bình thường","Hài lòng","Hài lòng","Rất hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","hợp lí","Rất hài lòng","10","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 23:48:35","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","5 - 10 phút","Trưa (10h - 14h)","25000 - 40000 đồng","Trung lập","maycha","Đôi khi thử nếu giá rẻ","30 - 40 phút","chưa từng","Hài lòng","Rất hài lòng","Rất không hài lòng","Rất hài lòng","Bình thường","không hài lòng","Rất hài lòng","Rất hài lòng","Bình thường","Rất không hài lòng","hài lòng","Chắc chắn có","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hơi đắt","Bình thường","8","Nam","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 23:57:42","0","Có","Không","Không","Tôi không có nhu cầu uống trà sữa","Mua trực tiếp tại quán","Nếu có freeship hoặc phí giao hàng rẻ hơn","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food","25000 - 40000 đồng","Dưới 20 phút","Phúc Long","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","Tôi chưa có thu nhập"
"3/23/2025 23:57:49","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Chiều ( 14h - 18h )","41000 - 55000 đồng","Trung lập","Koi Thé","Đôi khi thử nếu giá rẻ","20 - 30 phút","chưa từng","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","bình thường","Có thể","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","hợp lí","Không hài lòng","7","Nam","18 - 20","5 - 10 triệu"
"3/24/2025 0:03:28","0","Có","Không","Có","Tôi thấy phí giao hàng quá cao","Mua trực tiếp tại quán","Nếu có chương trình giảm giá hấp dẫn, Nếu có freeship hoặc phí giao hàng rẻ hơn","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food, Grab food, Be Food","Dưới 25000 đồng","Dưới 20 phút","The Alley, Gong Cha, Phúc Long, Koi Thé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","2 - 5 triệu"
"3/24/2025 0:05:00","0","Không","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Hoàn toàn không","Gong Cha","Sẵn sàng thử ngay","Dưới 20p","chưa từng","Bình thường","Bình thường","Bình thường","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Bình thường","Rất hài lòng","bình thường","Có thể","Bình thường","Hài lòng","Hài lòng","Bình thường","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Bình thường","hơi rẻ","Bình thường","10","Nam","18 - 20","Tôi chưa có thu nhập"
"3/24/2025 0:08:20","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food, Ứng dụng giao hàng của cửa hàng","3 - 5 lần","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Có sẵn sàng","The Alley","Sẵn sàng thử ngay","20 - 30 phút","chưa từng","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","hài lòng","Có thể","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","hợp lí","Hài lòng","10","Nam","18 - 20","Dưới 2 triệu"
"3/24/2025 0:13:23","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","5 - 10 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Hoàn toán sẵn sàng","Phúc Long","Đôi khi thử nếu giá rẻ","Dưới 20p","chưa từng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","rất hài lòng","Có thể","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","hợp lí","Rất không hài lòng","8","Nam","18 - 20","Tôi chưa có thu nhập"
"3/24/2025 0:22:04","0","Có","Không","Có","Tôi thích mua trực tiếp tại cửa hàng hơn, Tôi thấy phí giao hàng quá cao, Tôi lo ngại về chất lượng khi giao hàng","Mua trực tiếp tại quán, Nhờ bạn bè/ người thân mua giúp","Nếu có chương trình giảm giá hấp dẫn, Nếu có freeship hoặc phí giao hàng rẻ hơn","Có thể, nhưng tôi vẫn thích mua trực tiếp hơn","shoppee food, Grab food","Dưới 25000 đồng","Dưới 20 phút","Phúc Long","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/24/2025 0:33:48","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","5 - 10 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Có sẵn sàng","Toco Toco","Đôi khi thử nếu giá rẻ","Dưới 20p","chưa từng","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","bình thường","Chắc chắn có","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Hơi đắt","Bình thường","8","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/24/2025 1:06:11","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","dưới 5 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Trung lập","Phúc Long","Đôi khi thử nếu giá rẻ","Dưới 20p","thỉnh thoảng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","bình thường","Có thể","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hơi đắt","Không hài lòng","6","Nữ","18 - 20","2 - 5 triệu"
"3/24/2025 1:45:33","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","20 - 30 phút","Tối ( 18h - 22h)","41000 - 55000 đồng","Trung lập","Koi Thé","Đôi khi thử nếu giá rẻ","20 - 30 phút","chưa từng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Bình thường","Bình thường","Bình thường","hài lòng","Chắc chắn có","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Hơi đắt","Rất không hài lòng","7","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/24/2025 2:40:59","0","Không","Không","Có","Tôi thích mua trực tiếp tại cửa hàng hơn, Tôi thấy phí giao hàng quá cao, Tôi chưa từng cài đặt ứng dụng giao đồ ăn","Mua trực tiếp tại quán, Nhờ bạn bè/ người thân mua giúp","Nếu có chương trình giảm giá hấp dẫn, Nếu có freeship hoặc phí giao hàng rẻ hơn, Nếu có nhiều thương hiệu trà sữa yêu thích hơn, Nếu  thời gian giao hàng nhanh hơn, Nếu có ưu đãi dành cho lần đầu đặt","Có, tôi sẽ thử nếu ưu đãi tốt, Có thể, nhưng tôi vẫn thích mua trực tiếp hơn","shoppee food, Grab food, Be Food","25000 - 40000 đồng","20 - 30 phút","Phúc Long, Toco Toco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","Tôi chưa có thu nhập"
"3/24/2025 4:20:26","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Sáng ( 6h - 10h)","dưới 25000 đồng","Hoàn toàn không","The Alley","Chỉ khi có review tốt","Dưới 20p","hiếm khi","không hài lòng","không hài lòng","không hài lòng","không hài lòng","không hài lòng","không hài lòng","không hài lòng","không hài lòng","không hài lòng","không hài lòng","không hài lòng","Không chắc chắn","Không hài lòng","Không hài lòng","Không hài lòng","Không hài lòng","Không hài lòng","Không hài lòng","Không hài lòng","Không hài lòng","Không hài lòng","Không hài lòng","Hơi đắt","Không hài lòng","2","Nam","18 - 20","Tôi chưa có thu nhập"
"3/24/2025 6:48:05","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","20 - 30 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Trung lập","Toco Toco","Chỉ khi có review tốt","20 - 30 phút","hiếm khi","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","Bình thường","bình thường","Có thể","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","Hơi đắt","Bình thường","6","Nữ","18 - 20","Tôi chưa có thu nhập"
